developer,userscore,metascore,genres,rating,summary,publisher,title,release_date
Pixelatto,8.00,83,Action|Action Adventure|Platformer|Open-World|2D|,T,"<span class=""blurb blurb_collapsed"">- One hundred different endings.<br/> <br/>Choose your path, every decision leads to a new ending.

Will you find the real one? Is there such a thing?

Only one way to know...

- Lots of ""Aha!"" moments.

The world doesn't change with each new game, you</span>",Pixelatto,Reventure,"Oct  8, 2019"
Croteam,7.60,83,Adventure|3D|First-Person|,T,"As if awakening from a deep sleep, you find yourself in a strange, contradictory world of ancient ruins and advanced technology. Tasked by your creator with solving a series of increasingly complex puzzles, you must decide whether to have faith or to ask the difficult questions: Who are you?",Devolver Digital,The Talos Principle: Deluxe Edition,"Dec 10, 2019"
Ratalaika Games,7.49,83,Action|Shooter|Shoot-'Em-Up|Horizontal|,E10+,"In the year 2025, a war breaks out between humans and a hostile alien race, and 16-year-old Lucia and the rest of the starfighter pilots in the Earth Federation must join the battle. When Lucias father, Ken, is kidnapped by the aliens, Lucia decides to take action and hijacks a brand-new prototype starfighter, the Gley Lancer, in order to try to save her father. In this side-scrolling shooter, step into the cockpit of the Gley Lancer as Lucia, rescue your father, and destroy the evil aliens that are bent on destroying the human race!",Ratalaika Games,Gleylancer,"Oct 15, 2021"
Gust,8.00,82,Miscellaneous|Compilation|,T,"I'm someone who has never played an Atelier game before and this is the best trilogy to start off with. Sophie is such a charming and loveable character, the combat is turn-based and not real-time combat like Ryza is. All three games don't have a time limit unlike previous Atelier games and there's English dub for Sophie and Iris. Lyde & Suelle are Japanese-only dub. All games have the additional extra content including an amazing digital artbook for each game and there is photo mode aswell. It's worth the price and it runs really well on the switch. For beginners or Atelier fans who want to visit these games again this is a must-buy",Koei Tecmo Games,Atelier Mysterious Trilogy Deluxe Pack,"Apr 22, 2021"
Villa Gorilla,8.60,82,Action|Pinball|,E10+,"The most fun I can remember having with an indie game. It is delightful and addictive, with fun new mechanics introduced throughout. Ingenious combination of pinball and platformer.",Villa Gorilla,Yoku's Island Express,"May 29, 2018"
Telltale Games,7.40,82,Adventure|Point-and-Click|,None,"La historia de Clem se cierra de la mejor manera y en portátil, una pasada, ese momento en el que Clem recuerda a Lee, épico",Telltale Games,The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back,"Mar 26, 2019"
Zen Studios,7.80,82,Action|Pinball|,E10+,"Tailored specifically to make use of the unique possibilities of the system, Pinball FX3 supports vertical monitor orientation and HD Rumble, giving the game the perfect feel on this awesome handheld system. On the Switch, you’ll get unprecedented mobility to earn the coveted first spot on a leaderboard. When that high-score and feeling is lit and you are in the flow, but need to catch a train – now you can. The transition from the living room to mobile is seamless with Switch. [Zen Studios]",Zen Studios,Pinball FX3,"Dec 12, 2017"
Parallel Circles,8.00,82,Action|Platformer|2D|,E,"<span class=""blurb blurb_collapsed"">Flat Heroes is a minimalistic, super intense action game starring squares for 1 to 4 players. It features a delightful control that allows players to move around the scenario in a super fluid way allowing them to beat all the challenging scenarios that its cooperative mode offers. <br/>The</span>",Parallel Circles,Flat Heroes,"Aug  2, 2018"
Aquiris Game Studio,8.30,82,Racing|Arcade|Automobile|,E,"Picked this up as it looked interesting but was not expecting it to be quite as good as it actually turned out to be! This is a modern take on the 16 bit racing games of old (Think Outrun, Lotus Turbo Challenge and Jaguar XJ220 etc). It is presented wonderfully and there are various modes that unlock as you play. The game plays brilliantly and feels like the old games that it sets out to emulate while still feeling modern and tight. The graphics are clean and nostalgic while still being sharp. The music is pure genius and is as catchy as the tunes in the 16 bit games of the 90s (So many new games have forgettable music). There is a huge number of locations and tracks and cars unlock as you play. All in all this is a great game for anyone that loves racing games, especially those that love 16 bit racing games.",Aquiris Game Studio,Horizon Chase Turbo,"Nov 28, 2018"
Cave,7.49,82,Action|Shooter|Shoot-'Em-Up|Vertical|,E10+,"<span class=""blurb blurb_collapsed"">Galuda is a biological weapon that connects the Holy Spirit and humans through alchemy and mechanical engineering.<br/> <br/>The ""Shinra"" military nation, which gained power from Galuda, was destroyed by the two Galuda ""Ageha"" and ""Tateha"" they created.

Three years have passed since that war.</span>",Live Wire,Espgaluda II -Be Ascension. The Third Bright Stone of Birth-,"Sep  9, 2021"
Radical Fish Games,8.00,82,Role-Playing|Action RPG|,T,"<span class=""blurb blurb_collapsed"">This retro-inspired 2D Action RPG might outright surprise you. CrossCode combines 16-bit SNES-style graphics with butter-smooth physics, a fast-paced combat system, and engaging puzzle mechanics, served with a gripping sci-fi story.<br/> <br/>CrossCode is all about how it plays! Take the best out</span>",Radical Fish Games,CrossCode,"Jul  9, 2020"
Reikon Games,7.90,82,Action|General|Shooter|Third-Person|Arcade|,M,"Love the atmosphere of this game, good OST and good gameplay, especially when fights get so chaotic that it can become hard to tell what is going on, but the BRUTALITY and MAYHEM on display is awesome. This is a true Cyberpunk world and experience, unlike CyberGarbage 2077 made by CDPRekt.",Devolver Digital,Ruiner,"Jun 18, 2020"
Sega,7.90,82,Role-Playing|Japanese-Style|,E10+,"The time: Space Century 3240. The place: The Algol Star System. It began when King Lassic turned evil and let hordes of hideous, magical creatures run amok on the three planets. When her brother was killed, Alis vowed to avenge his death and put an end to Lassic forever. Join her in a journey across time and space to worlds where creatures speak... where magic and science combine to take you on the ultimate video quest. PHANTASY STAR IS TOTAL ADVENTURE ROLE PLAYING with towns full of people and shops... 16 level dungeons full of traps and treasure... three companions who will help you if you find them and some of the most awesome graphics ever put in a video game.",Sega,Sega Ages: Phantasy Star,"Dec 13, 2018"
Engine Software,8.00,82,Action|Beat-'Em-Up|3D|,M,"It has been 3 years since Travis earned the Number 1 spot in the United Assassins Association ranking, and investments from major corporations have caused the city of Santa Destroy to change... but is it really for the better? You are Travis Touchdown - a punk anti-hero , Japanese anime Otaku, beam katana master and pro wrestling-fanatic assassin. Revenge will bring you back to the UAA tournament. This time though, you begin at the bottom of the ranking and will have to fight your way up to save Santa Destroy and avenge your best friend.",XSEED Games,No More Heroes 2: Desperate Struggle,"Oct 28, 2020"
Dennaton,7.80,82,Miscellaneous|Compilation|,M,Great game. Hard as hell. You’ll die a million times but each time will try something new and different and will push on. Loved it. Visually and musically on point with the era (80s) . Action and gameplay are excelent. I had a blast . The game is not imposible but if you are not patient and like challenges better stay away from this one. If not this is a glorious game. A cult classic.  Great response on the switch port.,Devolver Digital,Hotline Miami Collection,"Aug 19, 2019"
Ubisoft Milan,8.20,82,Strategy|Turn-Based|Tactics|,E10+,"Embark in an epic battle against a vengeful Rabbid Kong who uses his new powers to take over a mysterious island. Donkey Kong, Rabbid Peach, and a moody new Rabbid hero, Rabbid Cranky, will team up on a journey across four brand-new environments. Discover a world full of reinvented tactical gameplay, new enemies, and secrets to uncover. Mario + Rabbids Kingdom Battle Donkey Kong Adventure DLC is available for download exclusively on Nintendo Switch. [Nintendo]",Ubisoft,Mario + Rabbids: Kingdom Battle - Donkey Kong Adventure,"Jun 26, 2018"
Sega,8.40,82,Strategy|Turn-Based|Tactics|,T,"The best game in the series. It starts things off like the original, but the maps keep you on your toes. Every mission has new surprises in store for you... and the characters and the story are great too! It is easily the best turnbased SRPG of the year.",Sega,Valkyria Chronicles 4,"Sep 25, 2018"
BitFinity,7.80,82,Adventure|General|Action|Rhythm|Music|,E,"<span class=""blurb blurb_collapsed"">Face the music in Tadpole Treble Encore, a charming, harmonious odyssey.<br/>The award-winning rhythm-based action game is coming to you! Featuring “some of the best video game music ever” according to Real Otaku Gamer, Tadpole Treble invites players to embark on a thrilling adventure through</span>",BitFinity,Tadpole Treble Encore,"Jan 21, 2021"
Afterburner Studios,6.50,82,Role-Playing|Action RPG|,E10+,"<span class=""blurb blurb_collapsed"">A surreal, Hack and Slash Roguelite, players battle a nightmarish depression that lives in a young woman’s subconscious. Dreamscaper is an ARPG Roguelite, blending elements from brawlers, top-down shooters, and dungeon crawlers. <br/>Every slumber is a different random dungeon and you must</span>",Afterburner Studios,Dreamscaper,"Aug  5, 2021"
Cygames,8.10,82,Strategy|Turn-Based|Card Battle|,T,"The anime version of the hit strategic multiplayer mobile/PC card battle game Shadowverse is coming to the Nintendo Switch as an exciting new card battle RPG. Players will meet a fun cast of characters and duke it out in intense card battles. Experienced Shadowverse players will be able to seamlessly transition into the game as card battle rules are exactly the same as the original game they know and love, but new players will have no problem picking up and playing this beginner-friendly game as well! The game's card library boasts cards from the first three sets of the mobile/PC game, as well as brand new cards unique to this title, allowing players to create completely original strategies. Also new to the Switch version are special, deluxe battle animations.",XSEED Games,Shadowverse: Champion's Battle,"Aug 10, 2021"
Visual Concepts,4.30,82,Sports|Team|Basketball|Arcade|Sim|,E,"This port is honestly one of the best ports on the Switch from a third party. I have this both and Switch and PS4 and 95% of the time can't tell the difference. Great port although 2k more of the game should be on the cartridge as its a 28.6gb download with the cartridge. Huge improvement from last years 2K18, and if your Basketball fan its a must buy. 10/10 Amazing Port",2K Games,NBA 2K19,"Sep  7, 2018"
Sega AM2,7.90,82,Racing|Arcade|Automobile|,E,"M2 does it again. To be honest, i'm not surprised about the quality, as those people at M2 are very passionate about their jobs, and every",Sega,Sega Ages: Virtua Racing,"Jun 27, 2019"
Engine Software,8.30,82,Action|Beat-'Em-Up|3D|,M,"No More Heroes tells the story of Travis Touchdown, an anime fan who lives in the fictional town of Santa Destroy, California. After an unexpected turn of events, Travis finds himself at the bottom of an Assassins' organization. Travis will have to prove himself worthy and defeat 10 other bloodthirsty killers - all with deep stories of their own - to make his way to the top of the assassins league.",XSEED Games,No More Heroes,"Oct 28, 2020"
Inti Creates,8.10,82,Action|Action Adventure|Platformer|Open-World|2D|,T,"<span class=""blurb blurb_collapsed"">Koji Igarashi and Inti Creates are back with more retro sword-and-whip action!<br/> <br/>Curse of the Moon 2 brings classic 2D action and a dark, 8-Bit aesthetic together with modern playability. The multi-scenario structure of the previous title returns with an epic new story supervised by IGA</span>",Inti Creates,Bloodstained: Curse of the Moon 2,"Jul 10, 2020"
Nintendo,6.40,82,Miscellaneous|Compilation|,E,"Play three of Mario’s greatest 3D platform adventures—all in one package. Play three classic games at home or on the go—all in one package on the Nintendo Switch™ system! Jump into paintings in Super Mario 64™, clean up paint-like goop in Super Mario Sunshine™, and fly from planet to planet",Nintendo,Super Mario 3D All-Stars,"Sep 18, 2020"
"Pipeworks Software, Inc.",8.30,82,Action Adventure|Sandbox|,T,"<span class=""blurb blurb_collapsed"">Terraria? What's that?<br/> <br/>Terraria is a land of adventure! A land of mystery! A land that's yours to shape, to defend and to enjoy. Your options in Terraria are limitless, are you an action gamer with an itchy trigger finger? A master builder? A collector? An explorer? There's something for</span>",505 Games,Terraria,"Jun 27, 2019"
SkyGoblin,7.49,82,Adventure|General|,T,"Far below the noisy metropolis of St. Armando, Bwana follows in the footsteps of his lost father together with Kito and Lina. In their search for the mysterious Underland, they discover a dark conspiracy shrouding the fate of Captain Kaonandodo. In the second chapter, the plot thickens as our heroes plunge down into the mist below the Edge and wind up in the foggy and treacherous town of Port Artue where they find themselves cornered by pirates and on the run from the law. ",BlitWorks,The Journey Down: Chapter Two,"Jun 28, 2018"
SkyGoblin,7.49,82,Adventure|General|,T,"In the jungles of the Underland, scattered remnants of an ancient culture speak of a great evil that dwells in the shadowy depths of the Kwayerumoshi caves. But even the darkest secrets of this lost age are about to be revealed by the brave actions of three unlikely heroes. In the final chapter of The Journey Down, Bwana, Kito and Lina explore the vast reaches of the Underland and unravel its long-forgotten history. Their adventure comes to a bombastic conclusion when they learn the true nature of the Great Asili tree and the Armando Power Company. The Journey Down is a classic point-and-click saga with an Afro-Caribbean vibe. Get ready to embark on an epic journey of laughs and brain-teasing adventure.",BlitWorks,The Journey Down: Chapter Three,"Jul  5, 2018"
Nintendo,7.70,82,Action|Platformer|2D|,E,"Can you save Mario's girl from the clutches of Donkey Kong? Donkey Kong has kidnapped Mario's girlfriend Pauline and taken her to the top of a construction site. It's up to you to help Mario save Pauline before time runs out. But it won't be easy. Donkey Kong will do everything in his power to stop you. He'll throw barrel bombs, flaming fireballs and anything else he can get his hands on. So if you're looking for action, don't monkey around. Get the original Donkey Kong from the Nintendo Arcade Classics Series!",Hamster,Arcade Archives: Donkey Kong,"Jun 14, 2018"
Ronimo Games,8.00,82,Strategy|General|,None,"<span class=""blurb blurb_collapsed"">Command your troops against fiendish foes in colourful 2D strategy romp, Swords &amp; Soldiers II, on Wii U<br/>Preview Image<br/>
Its battling time, as side-scrolling action and strategy come together in Swords &amp; Soldiers II for Wii U, a sequel to the award-winning WiiWare game.

While</span>",Ronimo Games,Swords & Soldiers II: Shawarmageddon,"Mar  1, 2019"
French-Bread,7.60,82,Action|Fighting|2D|,T,"<span class=""blurb blurb_collapsed"">Cold friends &amp; New under night In-Birth exe: late[cl-r] introduces a brand new character-icyy Fighter londrekia and his frosty new set of moves. Balancing act the new game features new moves and balance adjustments to every character-totalingg roughly 1, 000 improvements.<br/>Show your true</span>",Aksys Games,Under Night In-Birth Exe:Late[cl-r],"Feb 20, 2020"
Igrek Games,7.49,82,Action|General|,E,"The Bug Academy consists of a series of lessons in which we overcome challenges based on logic and the physics system.They have to face various tasks - including delivering parcels, repairing damaged installations, building bridges, extinguishing fires, as well as playing musical instruments, painting, dancing, and even flying into space; all within the bounds of a physics system which, of course, leads to many funny situations. ",Ultimate Games,Bug Academy,"Mar 23, 2020"
ThatGameCompany,6.80,82,Action Adventure|General|,None,"<span class=""blurb blurb_collapsed"">Welcome to the enchanting world of Sky, a beautifully-animated kingdom waiting to be explored by you and your loved ones.<br/><br/>
In Sky, we arrive as the Children of the Light, spreading hope through the desolate kingdom to return fallen Stars to their constellations.


In the kingdom of Sky, you</span>",ThatGameCompany,Sky: Children of the Light,"Jun 29, 2021"
Ignition Publishing,7.49,82,Action|Platformer|2D|,E10+,"<span class=""blurb blurb_collapsed"">OkunoKA Madness is a platform game in which you play as KA, a blue-coloured hero who must save the world of souls from the evil hands of Os, his deadly enemy.<br/> <br/>You will have to jump, run and overcome obstacles through unique and colourful worlds with more than 100 levels, go head-to-head</span>",Ignition Publishing,OkunoKA Madness,"Sep  8, 2020"
Ska Studios,7.70,82,Action|Platformer|2D|None|Metroidvania|,M,"<span class=""blurb blurb_collapsed"">A doomed sailor is shipwrecked on an uncharted island. In fog-shrouded valleys, where grinning, mossy corpses cling to rusted arms, shambling figures begin to stir. Beneath crumbling, salt-worn structures, labyrinthine passageways lead to unspeakable evil, long forgotten by man.<br/> <br/>Salt and</span>",Ska Studios,Salt and Sanctuary,"Aug  2, 2018"
Nintendo,7.70,82,Simulation|Virtual|Virtual Life|,None,"Expand your horizons with DLC and help create vacation homes for clients on resort islands. Clients with different dream vacation requests will visit a new resort area located in an archipelago, made up of several different islands, where the Paradise Planning team is located. You can talk to a client and find out the details of their requests for a vacation home, and then make their dreams happen.",Nintendo,Animal Crossing: New Horizons - Happy Home Paradise,"Nov  5, 2021"
Ludopium GmbH,7.40,82,Puzzle|Action|General|,E,"The way music and visuals work together to create a unique experience blew me away!  I have never played a similar rhythm game before, and the multiplayer is a lot of fun too.",ARTE France,Vectronom,"May 29, 2019"
Fabraz,8.20,82,Action Adventure|Linear|,E,This is a truly great game that has a great mix of gorgeous pixel art style graphics and fantastic and hard level designs that are fair (for,Headup Games,Slime-san,"Jun  8, 2017"
LABS Works,5.30,82,Action|Action Adventure|Platformer|Open-World|Metroidvania|,T,"<span class=""blurb blurb_collapsed"">Uphold your pact with the Titan of Death, Epimetheus! Fight, climb and solve your way through a twisted tower as three unique adventurers, on a mission to save their village from impending doom!<br/> <br/>Three heroic explorers wander the post-apocalyptic desert on a mission to save their village</span>",DANGEN Entertainment,Astalon: Tears of the Earth,"Jun  3, 2021"
4J Studios,7.40,86,Action Adventure|Sandbox|,E10+,"<span class=""blurb blurb_collapsed"">A great port, I really enjoy having Minecraft on the go.<br/>It's a bit of a shame that Nintendo does not officially offer Trophys /</span>",Mojang AB,Minecraft,"Jun 21, 2018"
WayForward,8.10,86,Action|Platformer|2D|,T,"Embark on a brand new adventure which teams Shantae with her arch nemesis, Risky Boots! When a curse falls upon Sequin Land, Risky Boots and Shantae must join forces to battle unimaginable evil. Shantae must give up her job as Scuttle Towns ""Guardian Genie"" and become a pirate if",WayForward,Shantae and the Pirate's Curse,"Mar 20, 2018"
DrinkBox Studios,7.90,86,Action|Platformer|2D|None|Metroidvania|,None,"<span class=""blurb blurb_collapsed"">Evil chose the wrong day to double-dip.<br/> <br/>Carlos Calaca has kidnapped El Presidente's Daughter, and he plans to sacrifice her in order to merge the World of the Living with the World of the Dead.

Juan Aguacate, an agave farmer who stumbles upon a Legendary Luchador mask, must find the</span>",DrinkBox Studios,Guacamelee! Super Turbo Championship Edition,"Oct  8, 2018"
Moss,8.00,86,Action|Shooter|Shoot-'Em-Up|Vertical|,E10+,"With an abundance of retro shooters on the Switch it can be a challenge to differentiate them, but for old school arcade fans the Raiden name",UFO Interactive,Raiden IV x Mikado Remix,"May  6, 2021"
Zen Studios,7.40,86,Action|Pinball|,E10+,"<span class=""blurb blurb_collapsed"">May the Force be with you! Use the Force to guide the silver ball! Will you choose the Light or Dark side?<br/> <br/>Feel the power of the Force in Star Wars Pinball! Set in a galaxy far, far away, each of the tables in this brand new pack lets you interact with the most iconic characters, and</span>",Zen Studios,Star Wars Pinball,"Sep 13, 2019"
Qute,7.49,86,Action|Shooter|Shoot-'Em-Up|Vertical|,E10+,"Inspired by shooters of the 80s, Eschantos is a speedy shoot'em up game. Take down that massive ship that showers bullets on you, the relentless action just doesn't stop. Make use of the special shield system to create an opening for you to attack. This brand new Shield System isn't just for",Qute,Eschatos,"Jan 13, 2022"
Firaxis Games,7.60,86,Strategy|Turn-Based|4X|,E10+,"Civilization VI offers new ways to interact with your world, expand your empire across the map, advance your culture, and compete against historys greatest leaders to build a civilization that will stand the test of time. Play as one of 24 different leaders from various countries around the world and throughout history. Build an empire of lucrative trade routes with Cleopatra of Egypt, flex the military might of your legions with Trajan of Rome, or develop a powerhouse of culture with Hojo Tokimune of Japan. Each of the leaders can be played any way you prefer, with unique abilities, units, and infrastructure in their quest for victory. ",2K Games,Sid Meier's Civilization VI,"Nov 16, 2018"
Brace Yourself Games,7.20,86,Action|Role-Playing|Rhythm|General|Action RPG|Music|,T,"Crypt of the NecroDancer is a hardcore rhythm-based roguelike game. Can you survive this deadly dungeon of dance, slay the NecroDancer, and recapture your still beating heart? Or will you be a slave to the rhythm for all eternity? Players must move on the beat to navigate procedurally generated dungeons while battling dancing skeletons, zombies, dragons, and more! Groove with the game's epic dance soundtrack, or select songs from your own MP3 collection! You can even play with a dance pad to really shake your bones!",Spike Chunsoft,Crypt of the NecroDancer: Nintendo Switch Edition,"Feb  1, 2018"
Lucas Pope,8.70,86,Adventure|3D|First-Person|,M,"In 1802, the merchant ship Obra Dinn set out from London for the Orient with over 200 tons of trade goods. Six months later it hadn't met its rendezvous point at the Cape of Good Hope and was declared lost at sea.  Early this morning of October 14th, 1807, the Obra Dinn drifted into port at Falmouth with damaged sails and no visible crew. As insurance investigator for the East India Company's London Office, dispatch immediately to Falmouth, find means to board the ship, and prepare an assessment of damages. Return of the Obra Dinn is a first-person mystery adventure based on exploration and logical deduction.",3909,Return of the Obra Dinn,"Oct 18, 2019"
Digital Extremes,8.10,86,Action|Shooter|Third-Person|Arcade|,M,"They were called Tenno. Warriors of blade and gun: masters of the Warframe armor. Those that survived the old war were left drifting among the ruins. Now they are needed once more. The Grineer, with their vast armies, are spreading throughout the solar system. A call echoes across the stars summoning the Tenno to an ancient place. They summon you. Allow the Lotus to guide you. She has rescued you from your cryostasis chamber and given you a chance to survive. The Grineer will find you; you must be prepared. The Lotus will teach you the ways of the Warframes and the secrets to unlocking their powers. Come Tenno, you must join the war.",Digital Extremes,Warframe,"Nov 20, 2018"
Next Level Games,8.50,86,Action Adventure|General|,E,"Luigi embarks on a dream vacation with Mario and friends upon receiving an invitation to a luxurious hotel. However, his dream quickly becomes a nightmare when King Boo reveals everything had been a ploy to capture Mario and friends. With the assistance of Professor E. Gadd once again, the reluctant and cowardly hero Luigi traverses up and down treacherous floors of the now-ominous hotel on a quest to save them. Wield the upgraded Poltergust G-00 to slam and blow away the ghosts’ defenses, or summon Gooigi, an all-green doppelganger that can help Luigi overcome obstacles he can’t get past alone. Interchange between Luigi and Gooigi as one player, or grab a friend and control one each. For more frenetic multiplayer action, race the timer to clear various objectives on a series of floors in ScareScraper mode. ScareScraper mode can be played online* or locally with up to eight players on four Nintendo Switch systems (additional games required; sold separately).",Nintendo,Luigi's Mansion 3,"Oct 31, 2019"
Spike Chunsoft,8.80,86,Action Adventure|General|,M,"<span class=""blurb blurb_collapsed"">One rainy night in November, a woman's body is found<br/>at an abandoned theme park, mounted on a<br/>merry-go-round horse. She had been stabbed
repeatedly, and her left eye was gouged out.

Kaname Date of the Metropolitan Police Department
arrives on the scene. He recognizes the woman.</span>",Spike Chunsoft,AI: The Somnium Files,"Sep 17, 2019"
Koch Media,7.50,86,Action|Shooter|First-Person|Arcade|,M,"Metro: Last Light Redux is the definitive version of the critically acclaimed ‘Metro: Last Light’, rebuilt in the latest and greatest iteration of the 4A Engine for Next Gen. Newcomers will get the chance to experience one of the finest story-driven shooters of all time; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth.",Deep Silver,Metro: Last Light Redux,"Feb 28, 2020"
4A Games,8.20,86,Action|Shooter|First-Person|Arcade|,M,"Metro 2033 Redux is the definitive version of the cult classic ‘Metro 2033’, rebuilt in the latest and greatest iteration of the 4A Engine for Next Gen. Fans of the original game will find the unique world of Metro transformed with incredible lighting, physics and dynamic weather effects. Newcomers will get the chance to experience one of the finest story-driven shooters of all time; an epic adventure combining gripping survival horror, exploration and tactical combat and stealth.",Deep Silver,Metro: 2033 Redux,"Feb 28, 2020"
Witch Beam,8.20,86,Action|Shooter|Shoot-'Em-Up|Top-Down|,E10+,"Experience an arcade style twin stick shooter set in a vivid sci fi universe. Junior Constable Cactus is outside her pay grade when she responds to a distress call and ends up stranded on a crippled space freighter under attack by its own robot workers. With a draining battery mechanic instead of lives, Assault Android Cactus+ challenges you to think fast and shoot faster. Charge head first into an army of refitted robots, transforming stages and massive boss showdowns. ",Witch Beam,Assault Android Cactus+,"Mar  8, 2019"
Coffee Stain Studios,8.30,86,Action|General|Platformer|2D|,T,"Without exaggeration, this is one of the best games in recent years. The gameplay, controls and styling are excellent. John Sawyer's lines stay in the memory for a long time, it's a perfect balance of wittiness and coolness. It would be great if the developers add more secrets, characters, weapons and cool finishing moves in the sequel.",Coffee Stain Studios,Huntdown,"May 12, 2020"
GameTomo,8.10,86,Adventure|General|,None,"One Day, One Life. Embark on a mysterious journey to help Sumire achieve her deepest wishes, before the day ends and the sky turns to twilight. Sumire is an indie narrative adventure, featuring a one-day journey through a picturesque Japanese village. In this enchanted place, a disenchanted",GameTomo,Sumire,"May 27, 2021"
Arc System Works,8.20,86,Action|Fighting|2D|,T,"BlazBlue: Central Fiction is the newest installment in the storied BlazBlue franchise and stands alone as the pinnacle of next gen 2D fighters! Like a well-timed 2D punch, BlazBlue: Central Fiction bashes massive amounts of content and innovation into one slick title that hits hard and keeps the pummeling steady! Prepare yourself for a brand new story, new characters, levels, modes, system mechanics and more! Choose from over 33 unimaginable fighters as you battle for 2D supremacy!",Arc System Works,BlazBlue: Central Fiction - Special Edition,"Feb  7, 2019"
Tantalus,8.40,86,Action|Platformer|2D|,E,"Sonic Mania brings fans back into the 2D world of platform games with nostalgic pixel-style art and core ""classic"" gameplay by reimagining iconic Zones and Acts from Sonic The Hedgehog, Sonic The Hedgehog 2, Sonic CD and Sonic The Hedgehog 3 and Knuckles, and adding in completely new Zones with all-new Acts and boss fights into the mix. [Nintendo]",Sega,Sonic Mania,"Aug 15, 2017"
Radial Games Corp.,8.10,86,Strategy|Management|Government|,E,"Looks simple, easy to learn - but difficult to master. The game offers more choises as you progress + more difficult challanges. Also a daily challange online everyday with leaderboards.",Radial Games Corp.,Mini Metro,"Aug 30, 2018"
Brace Yourself Games,8.00,85,Action|Rhythm|Music|,E,"In the latest rhythmic action-adventure from Brace Yourself Games, you can enjoy the gameplay of Crypt of the Necrodancer in the setting of The Legend of Zelda series. As Linkor even as Princess Zeldayou'll explore the randomly generated overworld and dungeons on a quest to save Hyrule.",Nintendo,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,"Jun 13, 2019"
Drool,8.00,85,Action|Rhythm|Music|,E10+,"For what it does and is, Thumper simply deserves the full score: A fantastic rhythm / action game. The concept is quite simple: You're a space",Drool,Thumper,"May 18, 2017"
Raw Fury,7.30,85,Action|Action Adventure|General|,E10+,"Kingdom Two Crowns is the best game I’ve ever played in over 30 years.  A genuine masterpiece of design, animation, and sound.  Beating the Greed for the first time was the most memorable video game moment I’ve experienced.  I love the music in this game.  It’s easy to enter a zen-like meditative state while playing.  So beautiful and engaging.  I love the simple controls yet deep gameplay.  The screen is completely uncluttered.  I wish there were more games like this.",Raw Fury,Kingdom Two Crowns,"Dec 11, 2018"
Inti Creates,8.20,85,Action|Shooter|Shoot-'Em-Up|Top-Down|,E10+,"<span class=""blurb blurb_collapsed""> The side-scrolling/top-down hybrid action adventure gameplay returns with a brand new sequel to ""Blaster Master Zero""!<br/> <br/>Experience the yet-untold story of Jason and Eve after defeating Earth's mutant scourge as they venture into the depths of space in their new battle tank, ""GAIA-SOPHIA""!</span>",Inti Creates,Blaster Master Zero II,"Mar 20, 2019"
Square Enix,8.40,85,Role-Playing|Japanese-Style|,T,"Enter an era of war within the world of Ivalice. The small kingdom of Dalmasca, conquered by the Archadian Empire, is left in ruin and uncertainty. Princess Ashe, the one and only heir to the throne, devotes herself to the resistance to liberate her country. Vaan, a young man who lost his",Square Enix,Final Fantasy XII: The Zodiac Age,"Apr 30, 2019"
Mega Crit Games,8.30,85,Strategy|Turn-Based|Card Battle|,E10+,"I love this game! There is certainly some luck involved in most runs, but there are also so many risk / reward decisions along the way requiring skill and planning. You really do feel like you get better with experience and its so much fun navigating through the map, upgrading your deck on the fly and dispatching enemies as efficiently as possible. The four characters all feel different and each of them has at least 3 or 4 strategies to experiment with which provides LOTS of replay potential. I binged on this for 50 hours over a fortnight and I feel like I will regularly keep revisiting this game for months to come. Highly recommended!!!",Mega Crit Games,Slay the Spire,"Jun  6, 2019"
Yotsubane,8.20,85,Action|Shooter|Shoot-'Em-Up|Vertical|,E,"Prepare yourself for an insatiable rain of bullets, bombs, and beams in Crimzon Clover. From Japanese indie developers YOTSUBANE and AdventurePlanningService, this unique top-down shooter is a wild ride you won't want to miss out on. Your first step in Crimzon Clover: World EXplosion is",Degica,Crimzon Clover - World EXplosion,"Oct 29, 2020"
Moonsprout Games,8.30,85,Action Adventure|General|Role-Playing|Action RPG|,E,"Bug Fables is an adventure RPG following three heroes, Vi, Kabbu, and Leif, as they embark on an epic quest in Bugaria in search of treasure and immortality! The game combines colorful platforming with the heroes' unique abilities as they explore a wide variety of areas in the kingdom. Battles are turn-based and make use of action commands that can enhance attacks.",DANGEN Entertainment,Bug Fables: The Everlasting Sapling,"May 28, 2020"
Infinite Fall,7.60,85,Action Adventure|Adventure|General|,T,"Night In The Woods is a 2D story-focused adventure/exploration game with many extracurricular activities to enjoy, characters to meet, and secrets to discover. Run, jump and use astral projection to explore the many sides of town of Possum Springs and the surrounding environs. Waste time around town with your crew of loser friends. Gain abilities that grant passage to new areas. Discover the secrets of a large cast of characters and the town itself. Experience a big crazy world and the remarkable events unfolding there. Play bass. Break stuff.",Finji,Night in the Woods,"Feb  1, 2018"
