release_date,developer,publisher,userscore,rating,summary,metascore,genres,title
"May 19, 2015",CD Projekt Red Studio,Warner Bros. Interactive Entertainment,9.2,M,"With the Empire attacking the Kingdoms of the North and the Wild Hunt, a cavalcade of ghastly riders,  breathing down your neck, the only way to survive is to fight back. As Geralt of Rivia, a master swordsman and monster hunter, leave none of your enemies standing. Explore a gigantic open world, slay beasts and decide the fates of whole communities with your actions, all in a genuine next generation format. Also known as ""The Witcher III: Wild Hunt""",92,Action RPG|Role-Playing|Action RPG|,The Witcher 3: Wild Hunt
"Aug 31, 2018",Larian Studios Games,Larian Studios Games,7.9,M,"Set a thousand years after the first game, Divinity: Original Sin II presents a darker, more grounded narrative and expands on the tactical combat system of its award-winning predecessor. In Divinity: Original Sin, you were on a quest for the forbidden Source magic. Now, you yourself are a Sourcerer: a dangerously powerful individual whose abilities summon creatures from the encroaching Void. The Divine is dead and the Void is everywhere. Sourcerers are blamed and the Divine Order is leading the charge against the threat: you. Captured and sent to Fort Joy, you will be ""cured"" of your powers -- no matter the cost. But the Order has secrets of its own that may cast doubt on its so-called holy mission. As you escape from Fort Joy, you realize that if the world remains godless, it will be consumed by the Void.",92,Role-Playing|Western-Style|,Divinity: Original Sin II - Definitive Edition
"Jul  2, 2019",Square Enix,Square Enix,8.4,T,"<span class=""blurb blurb_collapsed"">Take part in the next saga of FINAL FANTASY® XIV Online with the next legendary expansion pack—SHADOWBRINGERS.<br/> <br/>New jobs: Gunbreaker and Dancer
New races: Viera and Hrothgar
Level cap increased: 70 to 80
New cities: The Crystarium and Eulmore
Journey through expansive new areas, such</span>",91,Role-Playing|Massively Multiplayer|,Final Fantasy XIV: Shadowbringers
"Feb  6, 2018",Bluepoint Games,Sony Interactive Entertainment,7.8,T,"Just breathtaking. This entire open world slows down the speed. It allows to enjoy the true moments of peace by playing this game. Visually stunning, sound just perfect and the colossi tell you how small the protagonist in fact is. A pefect 10.",91,Action Adventure|General|,Shadow of the Colossus
"May 30, 2016",CD Projekt Red Studio,Warner Bros. Interactive Entertainment,9.1,M,"In the competition of best DLC it beats the crap out of AAA full titles by far. That's how good it is. To call Blood and Wine a DLC is an insult. It terms of size, lenght, and quality it beats a lot of fully priced games, and is way cheaper. A must have for witcher fans, to close the last chapter of Geralts adventures, and a great example how  a proper: DLC, expansion whatever you call it should be made.",91,Role-Playing|Action RPG|,The Witcher 3: Wild Hunt - Blood and Wine
"Jan 25, 2018",Matt Makes Games Inc.,Matt Makes Games Inc.,7.6,E10+,"Celeste is, without a doubt, not just one of the best platformers ever made, but one of the best games ever made. Period. It delivers in just about every conceivable area: gameplay, music, story, you name it. This is one of the finest games ever made, and you would be crazy not to give it a try. The game not only respects your time (it saves your progress on every new screen), but also presents a level of difficulty that is admittedly tough, but oh so rewarding, since you learn more and more as you play. The most frustrating thing about Celeste is that I'll never have the chance to play it for the first time again. Yeah folks, it's that good. Platforming perfection that's also a great, satisfying challenge.",91,Action|Platformer|2D|,Celeste
"Aug 23, 2016",PLAYDEAD,PLAYDEAD,8.4,M,"<span class=""blurb blurb_collapsed"">Like this delicate butterfly lost in vapors and cogs of LIMBO,<br/> <br/>INSIDE is a state of grace.
An accomplishment.

Thank you Arnt Jensen,</span>",91,Action|Platformer|2D|,INSIDE
"Feb 26, 2019",PlatinumGames,Square Enix,8.7,M,"Humanity has been driven from the Earth by mechanical beings from another world. In a final effort to take back the planet, the human resistance sends a force of android soldiers to destroy the invaders. Now, a war between machines and androids rages on... A war that could soon unveil a long-forgotten truth of the world.",91,Role-Playing|Action RPG|,NieR: Automata - Game of the YoRHa Edition
"Jan 25, 2019",Capcom R&D Division 1,Capcom,8.9,M,"In Resident Evil 2, the classic action, tense exploration, and puzzle solving gameplay that defined the Resident Evil series returns. Players join rookie police officer Leon Kennedy and college student Claire Redfield, who are thrust together by a disastrous outbreak in Raccoon City that transformed its population into deadly zombies. Both Leon and Claire have their own separate playable campaigns, allowing players to see the story from both characters’ perspectives. The fate of these two fan favorite characters is in players hands as they work together to survive and get to the bottom of what is behind the terrifying attack on the city. Will they make it out alive?",91,Action Adventure|Survival|,Resident Evil 2
"Nov 15, 2013",Bluepoint Games,SCEA,7.3,E,"The pioneers that brought you the PLAYSTATION Network title flOw are back with another concept that challenges traditional gaming conventions. Flower expands the team's tradition of delivering simple gameplay, accessible controls and a medium to explore emotional chords uncommon in video games. In Flower, the surrounding environment, most often pushed to the background in games, is pulled to the forefront and becomes the primary ""character."" The player fades from an external and stressful world in the opening of this fresh and genuine game only for PS3, and journeys through beautifully vivid landscapes, changing the his surroundings and exploring nature along the way.",91,General|Miscellaneous|General|,flower
"Dec  4, 2020",Square Enix,Square Enix,8.0,T,"The Definitive Edition includes all the content from the original release of the acclaimed DRAGON QUEST XI, and adds extra character-specific scenarios, the choice of playing with the original soundtrack or a grand orchestral version of the music, the ability to switch between 2D and 3D graphic modes, a Japanese voice-acting option, and much more. ",91,Role-Playing|Japanese-Style|,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition
"Aug 19, 2014",Blizzard Entertainment,Blizzard Entertainment,7.8,M,"PlayStation 4 players can now experience the full adventure of Blizzard’s epic action RPG, Diablo III, and the upcoming expansion, Reaper of Souls all from the comfort of their couch in Diablo III: Ultimate Evil Edition! Take on the role of one of six powerful character class Barbarian, Demon Hunter, Monk, Witch Doctor, Wizard, or the all-new Crusader and embark on a dark journey through Acts I-V to save the world of Sanctuary from ancient and sinister forces. With the new DUALSHOCK 4 wireless controller and a custom-designed console interface, players will be outfitted with touch pad functionality and new social features as they engage in pulse-pounding combat with hordes of monsters and acquire items of incredible power.",90,Action RPG|Role-Playing|Action RPG|,Diablo III: Ultimate Evil Edition
"May 23, 2016",Blizzard Entertainment,Blizzard Entertainment,6.4,T,"I've put over 50 hours into this game. Many people have put in more - because they've had fun playing it. Got hooked on the beta. If you haven't played the beta, that's probably the only reason you don't already have the full game. In all seriousness, it does something that no other shooter on console has done successfully - created a fun, truly team based, engaging, competitive game that has a high skill ceiling with a low barrier to entry and lovable characters. On the surface it is simple, but play it for a while and you'll understand why Overwatch exceeds the hype.",90,Action|Shooter|First-Person|Tactical|,Overwatch
"Apr 21, 2015",Yacht Club Games,Yacht Club Games,7.7,E,"Shovel Knight is a sweeping classic action adventure game with awesome gameplay, memorable characters, and an 8-bit retro aesthetic. It's a hot mashup of new and old! You play as the eponymous Shovel Knight, a small knight with a huge quest. Shovel Knight has come to this land with two",90,Action|Platformer|2D|,Shovel Knight
"Feb 18, 2014",Ubisoft Montpellier,Ubisoft,8.4,E10+,"There are several differences and new features in this PS4 version. In this version the textures of the game are more compressed, so you can see that the game’s graphics are clearer and more detailed than before. You will also see that there is no loading time when you enter or exit a level, which makes the navigation even faster and more enjoyable. Ubisoft has also integrated a new Camera Mode on PS4. By pressing the touchpad of the PS4 joystick, you pause the game and enter this mode, and by moving your fingers on the touchpad, you zoom in and out on the image and drag the image frame; and finally, by pressing the Share button, you can take a photo and share it with everyone. This Camera Mode is a great way to observe in detail all the characters and settings of the game, and a great way of expression to create wacky images with the elements found in the game. On PS4, you can also use the touchpad to scrape the famous Lucky Tickets, then you will really feel like you’re scraping lottery tickets (with the sound of scraping straight from the PS4 joystick). Finally, in this PS4 version, you’ll also find new playable heroes: Assassin Ray (a character inspired by Edward Kenway, the hero of Assassin’s Creed IV: Black Flag), Funky Ray (a delusional character that you can unlock by using Uplay points), and Champion Ray (a character who will be offered to the best players of the community and those who live in this community; this character correspond to the new VIP status, visible in the rankings of online challenges). [Playstation Blog]",90,Platformer|2D|Action|Platformer|2D|,Rayman Legends
"Nov 17, 2020",NetherRealm Studios,Warner Bros. Games,6.4,None,"Experience 2 robust and critically acclaimed story campaigns from Mk11 & Mk11: aftermath. Play as the complete 37-character roster including newly added fighters mileena, RaiN & rambo. Thousands of Skins & weapons & Gear for an unprecedented level of Fighter customization. Includes all",90,Action|Fighting|2D|,Mortal Kombat 11 Ultimate
"Mar 25, 2014",Polytron Corp.,Polytron Corp.,6.4,E,I had heard great things about Fez and I really had hoped for a ps3 version. I had no idea it was coming to ps4 but to my surprise there it,90,Action|Platformer|Platformer|2D|2D|,Fez
"Jan 26, 2018",Capcom,Capcom,7.7,T,"In Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environment including terrain, vegetation and wildlife to your advantage in battle or become hindered by the hazards they present. As a hunter, you must use your cunning and expertise to track and maneuver your targets throughout the intense, evolving battles. [Capcom]",90,Role-Playing|Action RPG|,Monster Hunter: World
"Oct 20, 2015",Telltale Games,Telltale Games,7.9,M,"In the final episode of the season, all hell is breaking loose. Jack is now in control of Helios' systems, and he is ready to reclaim his rightful place as king of Hyperion - with or without you. It's a mad dash to get out of the chaotic space station alive, as everyone scrambles to grab the final Gortys piece and high tail it back to Pandora. Can you guide our motley crew through perilous corporate dangers in hopes of getting some copious alien riches? Loyalties will be tested, secrets will be revealed, and explosions will be in large supply in this final chapter of Tales From The Borderlands.",90,Adventure|General|,Tales From The Borderlands: Episode 5 - The Vault of the Traveler
"Oct 12, 2015",CD Projekt Red Studio,Warner Bros. Interactive Entertainment,8.9,M,"Hearts of Stone features over ten hours of new adventures and introduces new characters, powerful monsters, unique romance, and an entirely new storyline shaped by gamer choices. The expansion also introduces a new system of Runewords that significantly affects gameplay. Each Runeword impacts a different aspect of in-game mechanics and allows the players to experiment with various strategies and tactics. [CD Projekt]",90,Role-Playing|Action RPG|,The Witcher 3: Wild Hunt - Hearts of Stone
"Mar 22, 2019",From Software,Activision,8.4,M,"Your death won’t come easily. Enter the world of late 1500s Sengoku Japan; a brutal, bloody period of constant life-and-death conflict. As tensions rise, a compelling new story unfolds amongst the chaos. Introducing Sekiro: Shadows Die Twice, a dark and twisted new gameplay experience developed by the renowned team at FromSoftware and published by Activision. Directed by Hidetaka Miyazaki, Sekiro: Shadows Die Twice is a third-person, action-adventure game with RPG elements. The single-player game puts players in the protagonist role of a hard-hearted warrior whose mission is to rescue his master, a young lord, and exact revenge on his arch nemesis. As “Sekiro,” or the “one-armed wolf,” players discover the many ways to strategically approach combat and engage enemies. [Activision]",90,Action Adventure|General|,Sekiro: Shadows Die Twice
"Oct  2, 2018",JapanStudio,JapanStudio,9.0,E10+,"Best PSVR game i have played.  It brings a smile to my face every time I load in and i get lost in the beautiful rendered worlds.  Really good platforming and music to go along with it. level design is really well done, takes advantage of the VR and lots of secrets to find along the way.  Also you dont really get much motion sickness playing this, so if you are beginner at VR this is a good game to start.",90,Action Adventure|General|,Astro Bot: Rescue Mission
"Sep  6, 2019",Capcom,Capcom,8.4,T,"Monster Hunter World: Iceborne is the highly anticipated massive expansion to Monster Hunter: World, the best-selling Capcom title of all time with more than 12 million units shipped worldwide adding to the series total of more than 53 million units to date. This gargantuan follow-up rivals",89,Role-Playing|Action RPG|,Monster Hunter: World - Iceborne
"Oct 13, 2016",Q Entertainment,Enhance Games,7.5,E10+,"To resolve the world's rising crime rates, a new system called Project-K was created. However, Eden, the core of Project-K, has fallen into a vegetative state. Now it's up to you, a hacker, to travel through a cyberspace filled with firewalls, viruses, and other obstacles, and jump-start the system's artificial intelligence. Scattered throughout the levels are evolution spheres, which let you transform into more powerful humanoid forms. The game features a pounding soundtrack and unique vector worlds.",89,Action|Shooter|Rail|,Rez Infinite
"Jul 24, 2018",Capcom,Capcom,8.5,T,"I recommend it, a good way to bring back the franchise of x to life, the games remain faithful to the original material. the x challenge is entertaining, it would have been better to have more bariety. and a good touch to have the American and Japanese version. if it has any defect it is that it waited for the Japanese songs to be, but outside of that it is a great collection.",89,Miscellaneous|Compilation|,Mega Man X Legacy Collection
"Oct 28, 2016",Respawn Entertainment,Electronic Arts,8.5,M,"In single player, Titanfall 2 delivers a crafted experience that explores the unique bond between man and machine. Playable offline, the single player campaign in Titanfall 2 lets fans step out onto The Frontier as a Militia rifleman with aspirations of becoming an elite Pilot. Stranded behind enemy lines and facing overwhelming odds, players must team up with a veteran Titan to uphold a mission they were never meant to carry out. In multiplayer, Respawn is continuing to evolve their gameplay to provide a more robust experience that delivers expanded depth and variety that includes six new Titans, deeper Pilot abilities, more customization options, and a robust progression system that is sure to satisfy fans. [Electronic Arts]",89,Action|Shooter|First-Person|Arcade|,Titanfall 2
"Apr 12, 2016",From Software,Bandai Namco Games,8.9,M,"Developed by Japanese developer FromSoftware, DARK SOULS III is the latest chapter in the DARK SOULS series with its trademark sword and sorcery combat and rewarding action RPG gameplay. Players travel across a wide variety of locations in an interconnected world of unrelenting challenge and deep RPG gameplay as they search for a way to survive the coming apocalypse.",89,Role-Playing|Action RPG|,Dark Souls III
"Nov  9, 2018",Enhance Games,Sony Interactive Entertainment,7.6,E,"From deep beneath the ocean to the furthest reaches of outer space, Tetris Effect’s 30-plus stages are more than just backdrops; together with music, characters, and animations tailor-made for each level and triggered by your actions, they’re all meant to make you feel something — to convey a mood, or even provoke an emotional response. [Enhance, Inc.]",89,Puzzle|Stacking|,Tetris Effect
"Jun 20, 2017",Square Enix,Square Enix,8.7,T,"<span class=""blurb blurb_collapsed"">Dive into the next chapter of the Final Fantasy XIV Online with its next expansion pack - Stormblood. Explore vast, new lands, including Ala Mhigo, and challenge new Primal threats across Eorzea as you embark on hundreds of new quests as the Warrior of Light. <br/>FEATURES<br/>
* Level cap</span>",89,Role-Playing|Massively Multiplayer|,Final Fantasy XIV: Stormblood
"Mar 26, 2021",Hazelight,Electronic Arts,8.9,T,"From Hazelight comes It Takes Two an innovative co-op adventure where uniquely varied gameplay and emotional storytelling intertwine in a fantastical journey. Founded to push the creative boundaries of what's possible in games, Hazelight is the award-winning studio behind the critically",89,Action Adventure|Linear|,It Takes Two
"Apr  7, 2015",Supergiant Games,Supergiant Games,7.7,E10+,"The goal of the game is to construct a safe haven in the wake of the Calamity, a cataclysmic event that shattered the world into a series of floating islands. As players journey into the wild unknown in search of survivors and supplies, they will confront strange beasts, forge an array of customizable weapons, and gain new powers from specially-brewed spirits. The entire play experience of Bastion is dynamically narrated, gradually revealing a rich backstory as the narrator reacts to the player's actions in real time.",89,Role-Playing|Action RPG|,Bastion
"Feb  4, 2019",Respawn Entertainment,Electronic Arts,6.9,T,"Conquer with character in Apex Legends, a free-to-play Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse legends, deep tactical squad play, and bold new innovations that level-up the Battle Royale experience—all within a rugged world where anything goes. Welcome to the next evolution of Battle Royale.",89,Action|Shooter|First-Person|Tactical|,Apex Legends
"Aug 10, 2021",Kluge Interactive,Kluge Interactive,6.5,T,None,89,Action|Rhythm|Music|,Synth Riders
"Feb 14, 2020",Media Molecule,SCEE,8.7,T,"What can you say about this … the youtube of games? Just ridiculous that this is even possible I’m mesmerized by the genuine quality of the creations people have made and I can only imagine what this will become. They said streaming was the future of games? Nah it’s this, this is the future of games. Absolute masterpiece!",89,Miscellaneous|General|Action Adventure|Sandbox|,Dreams
"Nov 18, 2014",BioWare,Electronic Arts,7.4,M,"Choose and spearhead a team of characters into rough battles against a variety of enemies – from earth-shaking High Dragons to demonic forces from the otherworld of the Fade. Go mano y mano in visceral, heroic combat as your followers fight at your six, or switch to tactical view to coordinate lethal offensives using the combined might of your company. View the tangible results of your path through a living world – construct structures, customize outposts, and change the landscape itself as environments are re-shaped in the wake of your Inquisition. Lead a company selected from nine unique, fully-realized characters – each of whom react to your actions and choices differently, forming complex relationships both with you and with each other. Hone your own character from multiple races, customize their appearance, and select their powers and abilities as the game progresses. Extensive customization options allow you to choose everything from the color of your follower’s boots to the features of your Inquisition stronghold. Become an agent of change in a time of uncertainty and upheaval.  Shape the course of empires, bring war or peace to factions in conflict, and drive the ultimate fate of the Inquisition. Will you stop the cataclysmic anarchy gripping the Dragon Age? [Electronic Arts]",89,General|Role-Playing|General|Action RPG|Western-Style|,Dragon Age: Inquisition
"Sep  4, 2020",Vicarious Visions,Activision,8.8,T,"As somebody who played these games from THPS1 all the way through to project 8 (skipped Ride and THPS5), I can definitely say that this is as",89,Sports|Individual|Skate / Skateboard|,Tony Hawk's Pro Skater 1 + 2
"Oct 18, 2016",EA DICE,Electronic Arts,7.9,M,"Intuitive destruction and dynamic weather ensure that no battle is ever the same. For even more gameplay possibilities, carve a path through walls and buildings, take down your enemies in creative ways, and leave your mark on the terrain around you through intuitive destruction. Through your actions, the pristine world around you change into a battle-scarred landscape, changing the world forever. With dynamic weather you will need to adapt your tactics to weather changes as the elements play a part in the battle. Playing the same map on a bright day, in heavy fog, or rain will impact what you see and hear, forcing you to adapt your play style on an ever-changing battlefield. Operations introduces a new way to play multiplayer. In Battlefield 1 you play a series of interconnected battles across multiple fronts. Play a sequence of battles where your actions have consequences beyond a single match, as you try to conquer territory or push back your attackers. At those times when you feel all is lost, call in the Behemoths - the largest fully player-controlled vehicles ever seen in Battlefield. Roam the battlefield and rain fire on your enemy to break their defenses. All-out war never felt so epic. Take control of the Armored Train, Air Ship, or the Battleship to dominate the battlefield across land, air, and sea. [Electronic Arts]",89,Action|General|Shooter|First-Person|Tactical|,Battlefield 1
"Feb 28, 2017",Guerrilla,SCEA,8.4,T,"Horizon Zero Dawn is a PS4-exclusive action role playing game developed by Guerrilla Games, creators of the Killzone franchise. As Horizon Zero Dawn’s main protagonist Aloy, a skilled hunter, explore a vibrant and lush world inhabited by mysterious mechanized creatures. Embark on an emotional journey to unravel mysteries of tribal societies, ancient artifacts and advanced technologies that will determine the fate of this planet, and of life itself.",89,Role-Playing|Action Adventure|Action RPG|Open-World|,Horizon Zero Dawn
"Sep  3, 2014",4J Studios,SCEA,6.9,E10+,"mój syn jest zachwycony, gra jest super, razem gramy sporo czasu, osobiście uważam że mincraf w wersji ps4 i xone powinien być w wersji HD :) aby pokazać moc nowych konsol :)",89,Action Adventure|Adventure|3D|Sandbox|First-Person|Fantasy|Fantasy|,Minecraft: PlayStation 4 Edition
"Apr 25, 2017",Giant Sparrow,Sony Interactive Entertainment,8.3,T,Great!!!!!! I can't describe how good this game is. Don't be fooled by people who says it's too short. Who give a f__K if it's short when the game is so good.,88,General|Adventure|3D|First-Person|,What Remains of Edith Finch
"Nov  4, 2014",Nicalis,Nicalis,7.8,M,"Rebirth is a randomly generated action RPG shooter with emphatic Roguelike elements. Following Isaac on his journey gamers discover bizarre treasures that change Isaac’s form giving him extra-human abilities and enabling him to fend off droves of mysterious creatures, learn secrets and scrap his way to safety. ",88,Horror|Action|Action Adventure|Shooter|Survival|Shoot-'Em-Up|Top-Down|,The Binding of Isaac: Rebirth
"Mar  7, 2017",PlatinumGames,Square Enix,8.9,M,"<span class=""blurb blurb_collapsed"">Эта игра тронула меня до глубины души. А депрессия мучила на протяжении всего третьего акта и неделю после...<br/>Но я не жалею ни секунды</span>",88,Role-Playing|Action RPG|,NieR: Automata
"Oct 11, 2016",Crystal Dynamics,Square Enix,8.0,M,"Amaizing story. Amaizing gameplay. Amaizing Graphic. Amaizing climate. Amaizing game. For me, this is the best PS4 game! I did not expect that :O Better than Uncharted 4.",88,Action Adventure|Linear|,Rise of the Tomb Raider: 20 Year Celebration
"Sep 16, 2016",Visual Concepts,2K Games,6.3,E,"Amazing game, is fun. Stunning graphics and perfect game play. Comments are perfect and very dynamic.  I also love face scan this year. The best sports game I've played.",88,Sports|Team|Basketball|Sim|,NBA 2K17
"Nov 10, 2016",Arkane Studios,Bethesda Softworks,8.2,M,"I loved the first game cause of its story and well design, the way players could make their own custom routes around levels. The sequel refines all of this and makes it better also with more content such as 2 playable characters flesh and steel and overall story.",88,Action Adventure|General|,Dishonored 2
"Apr 28, 2015",Zen Studios,Zen Studios,5.2,None,I don't know who keeps making these Zen Pinball games but I wish they would stop. Star Wars is a Franchise about Lightsabers and cool battles,88,Action|Pinball|,ZEN Pinball 2: Star Wars Rebels
"Oct 27, 2015",Larian Studios Games,Focus Home Interactive,8.0,M,"Divinity Original Sin: Enhanced Edition is a much lauded Role-Playing-Game that blends deep customization and humor with dynamic turn based combat. Either in online co-op, split-screen co-op on your TV, or even alone, take advantage of a classless RPG system to create your heroes and conquer",88,Role-Playing|Action RPG|Western-Style|,Divinity: Original Sin Enhanced Edition
"Mar 27, 2018",NetherRealm Studios,Warner Bros. Interactive Entertainment,7.7,None,"This game is great all around. Mechanics, overall graphics, and control is great. I just needed a place to vent about how much I hate playing the green lantern. The absolute worse player in the series to play. Moves are absolutely terrible, have no force and relay no damage to opponent. On top of that, he has a slow reaction time. I dislike him very much but i love the game overall. Finished injustice 1 so i could get to this one right away.  You’ll want to in order for the storyline to make sense",88,Action|Fighting|2D|,Injustice 2: Legendary Edition
"Mar  8, 2019",Capcom,Capcom,8.4,M,"<span class=""blurb blurb_collapsed"">The story is set several years after Devil May Cry 4.<br/>Legendary DMC action returns, made all the more stylish by the power modern gaming has to offer.<br/>
Behold stunning visuals built upon the technology that brought you Resident Evil 7 biohazard. High framerate graphics and flexible design</span>",88,Action Adventure|General|,Devil May Cry 5
"Mar 26, 2018",Telltale Games,Telltale Games,7.3,M,Es una locura el desenlace de este juegazo es para mi gusto de lo mejor a parte de la saga de arkham,88,Adventure|Point-and-Click|,Batman: The Enemy Within - Episode 5: Same Stitch
"May 21, 2019",Mega Crit Games,Humble Bundle,6.9,E10+,"Давно искал хорошую игра на консоль в жанре рогалика. И я его нашёл! Лучше нет! Оценка отражает скорей не игру, а моё отношение к ней. Кому нравятся карточные игры + Жанр рогалик - иметь в коллекции обязательно!",88,Strategy|Turn-Based|Card Battle|,Slay the Spire
"Apr 10, 2018",BlitWorks,Soedesco,6.6,E10+,"Despite being a silent protagonist, Otus and his companions manage to build a narrative rife with emotion and intrigue in Owlboy. A long development cycle is reflected in the impeccable art and storytelling that compels you to continue your journey at each turn. Narratives like self-doubt, survivors guilt and finding purpose are all explored expertly while side characters like the shop-keep provide some truly laugh out loud moments. Not content to just rely on storytelling Owlboy also manages some fantastic traversal and combat that truly makes exploring the world a joy. Fantastically clever boss battles and dungeons push you to learn new skills with your companions while not being overly punishing. My only slight critique would be the lack of times juggling party members was necessary. The few times this did occur it was a delight to master how a particular problem would be best addressed by switching between characters on the fly (no pun intended). Old mechanics are rarely reused across dungeons which does rob you of some of those nice moments that come from building upon and mastering skills specific to puzzles and tasks you have previously completed throughout the game. Owlboy should absolutely not be missed and should you venture to Vellie donning Owlboy’s signature shawl do say hello to the adorable penguin siblings at the shop for us!",88,Action Adventure|General|,Owlboy
"Oct 13, 2016",Steel Crate Games,Steel Crate Games,7.3,E10+,"One player is trapped in a virtual room with a ticking time bomb they must defuse. The other players are the “Experts” who must give the instructions to defuse the bomb by deciphering the information found in the bomb defusal manual. But there’s a catch: the experts can’t see the bomb, so everyone will need to talk it out – fast.",88,Adventure|3D|First-Person|,Keep Talking and Nobody Explodes
"Oct 13, 2015",Croteam,Devolver Digital,8.2,T,"In The Talos Principle, players assume the role of a sentient artificial intelligence placed within a simulation of humanity?s greatest ruins and linked together through an arcane cathedral. Players are tasked with solving a series of increasingly complex puzzles woven into a metaphysical parable about intelligence and meaning in an inevitably doomed world.",88,Adventure|3D|First-Person|Sci-Fi|,The Talos Principle: Deluxe Edition
"Jul 30, 2020",Cloudhead Games,Cloudhead Games,7.1,None,"This is a truly amazing VR game which will give you an excellent, full body work out. The music is fast paced and really helps to get your",88,Action|Shooter|Light Gun|,Pistol Whip
"Jun 20, 2017",Housemarque,Sony Interactive Entertainment,8.0,T,"From the collaboration between Housemarque (Resogun, Alienation, Matterfall), and Robotron and Smash TV legendary creator Eugene Jarvis comes Nex Machina, an explosive arcade experience created with competition in mind. Can you survive the mechanical onslaught of hundreds of evil robots",88,Action|Shooter|Shoot-'Em-Up|Top-Down|,Nex Machina: Death Machine
"Feb  7, 2017",Team Ninja,Koei Tecmo Games,8.3,M,"Take up your sword and travel to Japans blood-bathed Sengoku period  an era ravaged by warring states and dark, malevolent forces  and cut a violent path through the land as the masterless samurai, William. Cross blades in brutal hand-to-hand combat, wielding swords, axes, spears and even war hammers against foes both human and demon. Endure the vicious encounters and learn from your mistakes: each death will bring you resurrection and each resurrection a greater resolve to overcome your foes.",88,Role-Playing|Action RPG|,Nioh
"Jan 28, 2020",Cardboard Computer,Annapurna Interactive,6.1,T,"KENTUCKY ROUTE ZERO is a magical realist adventure game about a secret highway running through the caves beneath Kentucky, and the mysterious folks who travel it. At twilight in Kentucky, as bird songs give way to the choir of frogs and insects, familiar roads become strange, and it's easy to get lost. Those who are already lost may find their way to a secret highway winding through underground caves. The people who live and work along this highway are themselves a little strange at first, but soon seem familiar: the aging driver making the last delivery for a doomed antique shop; the young woman who fixes obsolete TVs surrounded by ghosts; the child and his giant eagle companion; the robot musicians; the invisible power company lurking everywhere, and the threadbare communities who struggle against its grip.",88,Adventure|General|,Kentucky Route Zero: TV Edition
"Jul  1, 2014",DrinkBox Studios,DrinkBox Studios,7.7,E10+,"Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee builds upon the classic open-world Metroid-vania style of games, by adding a strong melee combat component, a new dimension switching mechanic, and cooperative same-screen multiplayer for the entire story. The game also blurs the boundaries between combat and platforming by making many of the moves useful and necessary for both of these.",87,Action|Platformer|2D|None|Metroidvania|,Guacamelee! Super Turbo Championship Edition
"Oct 11, 2019",11 bit studios,11 bit studios,8.1,M,Amazing game with real choices and consequences you feel real depth and struggle as you build up your city from nothing with limited resources in a beautifully crafted world 10/10 Must play,87,Strategy|Action Adventure|Management|Survival|Government|,Frostpunk: Console Edition
"Nov 24, 2015",From Software,SCEA,8.8,M,"Set in a nightmare world where hunters from the past are trapped forever, explore brand new stages full of dangers, rewards, and deadly beasts to overcome. You’ll find multiple new outfits and weapons to add to your arsenal as well as additional magic to wield and add more variety to your combat strategy. [SCEJ]",87,Role-Playing|Action RPG|,Bloodborne: The Old Hunters
"Sep 27, 2016",Firaxis Games,2K Games,7.3,T,"Earth has changed. Twenty years have passed since world leaders offered an unconditional surrender to alien forces. XCOM, the planet’s last line of defense, was left decimated and scattered. Now, in XCOM 2, the aliens rule Earth, building shining cities that promise a brilliant future for humanity on the surface, while concealing a sinister agenda and eliminating all who dissent from their new order. Only those who live at the edges of the world have a margin of freedom. Here, a force gathers once again to stand up for humanity. Always on the run, and facing impossible odds, the remnant XCOM forces must find a way to ignite a global resistance, and eliminate the alien threat once and for all.",87,Strategy|Turn-Based|General|Tactics|,XCOM 2
"May 16, 2017",NetherRealm Studios,Warner Bros. Interactive Entertainment,8.0,T,"Every battle defines you. Power up and build the ultimate version of your favorite DC legends in INJUSTICE 2. With a massive selection of DC Super Heroes and Super-Villains, INJUSTICE 2 allows you to equip every iconic character with unique and powerful gear earned throughout the game. Experience an unprecedented level of control over how your favorite characters look, how they fight, and how they develop across a huge variety of game modes. This is your super Hero. Your Journey. Your Injustice.",87,Action|Fighting|2D|,Injustice 2
"Jan 26, 2016","Thekla, Inc","Thekla, Inc",7.3,E,"You awaken, alone, on a strange island full of puzzles that challenge and surprise you. You can't remember who you are, and you don't remember how you came to be here, but there's one thing you can do: explore the island in hope of discovering clues, regaining your memory, and somehow finding your way home. The Witness is a single-player game in an open world with dozens of locations to explore and over 500 puzzles to solve. This game respects you as an intelligent player and it treats your time as precious. There's no filler; each of those puzzles brings its own new idea into the mix.",87,Miscellaneous|General|General|Puzzle|Puzzle|Adventure|3D|First-Person|,The Witness
