summary,release_date,publisher,metascore,title,genres,userscore,developer,rating
"The Frozen Throne provides gamers with a vast new chapter in the epic Warcraft saga. In the single-player campaign, players revisit the war-torn world of Azeroth. Several months have passed since Archimonde and the Burning Legion were defeated at the battle of Mount Hyjal, yet a new threat has arisen throughout the land. One new Hero per race, each possessing powerful spells and magical abilities. A host of new units, each equipped with new abilities and spells, giving players the opportunity to create diverse strategic and tactical forms of combat. Player-built shops, unique for each race, equipped with items carefully designed to improve and aid the units of every race. Neutral Heroes, available for recruitment by all players, that can supplement and strengthen a player's army with all new spells and abilities. Expanded multiplayer options over Battle.net including multiple new game types, clan and tournament support. [Blizzard]","Jul  1, 2003",Blizzard Entertainment,88,Warcraft III: The Frozen Throne,Strategy|Real-Time|Fantasy|General|Fantasy|,9.2,Blizzard Entertainment,T
"In the distant future a small group of human exiles have been doomed to fight for survival on the edge of the galaxy. Through military strength, espionage and deceit, a unified Terran government has maintained an uneasy peace. As resources run short, however, these Confederate nations find themselves looking towards the rich worlds of their alien neighbors, the enigmatic Protoss. To further complicate matters, it seems that a previously unknown and deadly species known only as the Zerg has entered Protoss space and is destroying everything in its path. The time for war has come... As the military leader for your species, you must gather the resources you need to train and expand your forces and lead them to victory. 30 unique missions will challenge you across three different campaigns as you control the fate of the galaxy.","Mar 31, 1998",Blizzard Entertainment,88,Starcraft,Strategy|Real-Time|Sci-Fi|Sci-Fi|Command|,9.1,Blizzard Entertainment,T
"With the revolutionary new EA SPORTS Game Face, you can build yourself from scratch and take on the pros while improving your skills with each solid performance. Play as or against over a dozen top pros, including Tiger Woods, Vijay Singh, Justin Leonard, and new golfers like John Daly and Adam Scott. Five new courses have been added to all the old favorites like Pebble Beach Golf Links and St Andrews Golf Links. Graphical and gameplay enhancements mean more ball control and more realistic weather and terrain conditions. Expanded Career Mode lets you take your golfer through a World Tour to earn money and sponsorships. Go online for matches and tournaments, and climb the leaderboards. [EA Sports]","Sep 22, 2003",EA Sports,88,Tiger Woods PGA Tour 2004,Sports|Traditional|Individual|Golf|Sim|Sim|,7.3,Headgate,E
"With Far Cry 3, players step into the shoes of Jason Brody, a man alone at the edge of the world, stranded on a mysterious tropical island. In this savage paradise where lawlessness and violence are the only sure thing, players dictate how the story unfolds, from the battles they choose to fight to the allies or enemies they make along the way. As Jason Brody, players will slash, sneak, detonate and shoot their way across the island in a world that has lost all sense of right and wrong.","Dec  4, 2012",Ubisoft,88,Far Cry 3,Action|Shooter|Shooter|First-Person|Modern|Modern|Arcade|,8.4,Ubisoft Montreal,M
"Winning Eleven 8 once again raises the bar with in-depth gameplay, improved realism and increased control. The game now features all the teams from the Italian, Spanish and Dutch leagues under the official license. Featuring 136 club teams and 57 national teams, Winning Eleven 8 offers gamers control of up to 4,500 of the world's greatest soccer players. The game introduces a wealth of new moves and tricks including new free kick and penalty kick techniques, an innovative indirect free kick move and a new dribbling system that offers more control as gamers go one-on-one and try to pass opposing players. Also featured is the first-ever on-screen referee in the history of the series. Boasting an enhanced ref AI, the referee will run up and down the field reacting realistically and instinctively to fouls, giving advantage for minor infringements and even stepping in to calm things down when the action gets heated. Winning Eleven 8 also features improvements to the popular Master League, which now has more strategy through player development and injury, and a new 'My Best Eleven' option so fans can save their greatest teams. [Konami]","Feb 16, 2005",Konami,88,World Soccer Winning Eleven 8 International,Sports|Traditional|Team|Soccer|Sim|Sim|,7.4,KCET,E
"Beyond the town of Torchlight lies a world shrouded in adventure and mystery. Guardian-warrior Syl appears in a prophetic dream, summoning the player to the Estherian Steppes. There, you meet with the Destroyer and soon venture across the continent of Vilderan, an exotic frontier besieged by forces of evil. A discovery unfolds, that the Alchemist, following his conquest of dark ember, disappeared on his quest to defeat the unknown corrupted force responsible for destroying the mystical race of Estherians. Aided by Syl, the remaining Estherian Guardians, and clues left behind by the missing Alchemist, you will find yourself battling a powerful enemy that threatens to unravel the elements of the entire world. Torchlight 2.","Sep 20, 2012",Runic Games,88,Torchlight II,Role-Playing|Action RPG|Action RPG|,8.5,Runic Games,None
"20 years have passed since world leaders unconditionally surrendered to alien forces and XCOM, the world's last line of defense, was left destroyed and scattered. Now the aliens hold dominion over the Earth, building shining cities that promise a brilliant future for humanity on the surface, while hiding a sinister intent below and eliminating all who don't fall in like with their new order. Online those who live a the edges of the world have a modicum of freedom. Here, a force gathers once again to stand up for humanity. Consistently on the run, the remnant XCOM forces need to find a way to regroup, expose the nefarious truth behind the occupation, and eliminate the alien threat for good.","Feb  5, 2016",2K Games,88,XCOM 2,Strategy|Turn-Based|General|Tactics|,7.3,Firaxis Games,T
"Building on the excellent plot and gameplay featured in Myth: The Fallen Lords, Myth II: Soulblighter also upped the ante by incorporating destructible environments as well as new game modes. The near-infinite gameplay permutations that ensued, ensured that Myth fans had lots of new toys to play with in the game world. Myth II also enjoyed a comprehensive update in the shape of the the Myth II expansion pack: Chimera. [Bungie Studios]","Nov 30, 1998",Bungie Software,88,Myth II: Soulblighter,Strategy|Real-Time|Fantasy|General|,8.8,Bungie Software,M
"Riders of Rohan expands the online world of Middle-earth where players join forces to ride into the Plains of Rohan.  Riders of Rohan launches in the Fall of 2012 with an increased level cap, the vast plains of Rohan including iconic locations such as Amon Hen and Fangorn Forest, the new Mounted Combat system and much more!","Oct 15, 2012",Warner Bros. Interactive Entertainment,88,The Lord of the Rings Online: Riders of Rohan,Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Fantasy|Fantasy|,7.0,Turbine Inc.,T
"Cuphead is a classic run and gun action game primarily focused on boss battles. Inspired by the cartoons of the 1930s, the visuals and audio are carefully created with the same techniques of the era, i.e. traditional cel animation (hand drawn & hand inked), watercolor backgrounds, and original jazz recordings. Play as Cuphead or Mugman (in single player or co-op) as you traverse strange worlds, acquire new weapons, learn powerful super moves, and discover hidden secrets. [Studio MDHR]","Sep 29, 2017",Studio MDHR,88,Cuphead,Action|Platformer|2D|,8.3,Studio MDHR,E10+
"This game is outstanding. One of the best games I've played to date. First off, the visuals and music are so polished and beautiful. I just want every screen of this game as my background (the backgrounds are incredibly detailed and help make the game feel very polished) and I could listen to this music for hours. I mean, each level has it's own death transition! That should give you a taste of how much love the developers put into this game. The dialogue is incredibly charming and tells a story about complicated feelings so elegantly and with so much honesty (I mean, you can feel it through the dialogue). The gameplay is incredibly fluid and its difficulty curve is perfect (However, I am a platformer afficiando, so take that with a grain of salt). I mean, seriously. Just jumping around and dashing in an empty space feels amazing, and there are so many collectibles to find using these amazing controls! You can choose to play on assist mode, or complete the game 100% and have an outstanding time no matter what. This game simply gets everything right: from skippable cutscenes to counters that help see what you missed in a level. The B-sides are just as fun as the main story and there's secrets hiding in every corner. No secret makes you want to use a walkthrough; they are well-hidden, but also well telegraphed with fun little mini-challenges in them. There are so many cool, inventive mechanics to come across while traversing through in this game... and the level design... Oh, the level design! It's absolutely perfect. This game is incredible and a great start if you want to start playing hardcore platformers.","Jan 25, 2018",Matt Makes Games Inc.,88,Celeste,Action|Platformer|2D|,8.3,Matt Makes Games Inc.,None
"Halo 3 is the third game in the Halo Trilogy and provides the thrilling conclusion to the events begun in ""Halo: Combat Evolved."" Halo 3 will pick up where ""Halo 2"" left off. The Master Chief is returning to Earth to finish the fight. The Covenant occupation of Earth has uncovered a massive and ancient object beneath the African sands - an object who's secrets have yet to be revealed. Earth's forces are battered and beaten. The Master Chief's AI companion Cortana is still trapped in the clutches of the Gravemind - a horrifying Flood intelligence, and a civil war is raging in the heart of the Covenant. This is how the world ends...","Jul 14, 2020",Xbox Game Studios,88,Halo: The Master Chief Collection - Halo 3,Action|Shooter|First-Person|Arcade|,7.9,343 Industries,None
"As B.J. Blazkowicz, a highly decorated Army Ranger recruited into the Office of Secret Actions, you are tasked with escaping and then returning to Castle Wolfenstein in an attempt to thwart Heinrich Himmler's occult and genetic experiments. Through genetic engineering and the harnessing of occult powers, Himmler hopes to raise an unstoppable army to level the Allies once and for all. You must first escape from imprisonment in the castle to report the strange creatures and happenings in and around Wolfenstein to the OSA. Your mission takes a drastic turn as you learn the depth of Himmler's plans and what you must do to defeat the evil he has unleashed. [Activision]","Nov 19, 2001",Activision,88,Return to Castle Wolfenstein,Action|Shooter|Shooter|First-Person|Historic|Historic|Arcade|,8.8,Gray Matter,M
"<span class=""blurb blurb_collapsed"">One of the best Metroidvania platforming skill based game ever.<br/>A fascinating storytelling, wonderful art direction and a perfect gameplay</span>","Apr 27, 2016",Microsoft Game Studios,88,Ori and the Blind Forest: Definitive Edition,Action|Platformer|2D|None|Metroidvania|,8.7,Moon Studios,E
"Choose from four ultra powerful transforming Mobile Combat Armor suits, each with its own advantages and strengths. Find tons of powerups and enhancements to improve your MCA's performance. In addition to piloting your MCA through deadly outdoor, underground, and city missions, you will be able to dock in certain areas and strike out on foot to complete objectives. There may even be a surprise or two in store... Shogo: Mobile Armor Division uses Monolith?s LithTech - one of the most advanced next-generation 3D engines in gaming. [Monolilth]","Sep 30, 1998",Monolith Productions,88,Shogo: Mobile Armor Division,Action|Shooter|Shooter|First-Person|Sci-Fi|Sci-Fi|Arcade|,8.4,Monolith Productions,M
It tells a tale so well that it can make you feel in just 30 minutes. The user review section is proving to be just as useless as any other. Please play this game knowing that it is a defiant anti-game that won't give you any great game play. It is here just to show what amazing things can be done with story telling in a first person game. It shows that games shouldn't always be about the grind but should be gripping and something to have a conversation about. Don't play looking for something easy.,"Aug 20, 2012",Blendo Games,88,Thirty Flights of Loving,Adventure|General|3D|First-Person|,5.0,Blendo Games,None
"Hearthstone is a free-to-play digital strategy card game that anyone can enjoy. Players choose one of nine epic Warcraft heroes to play as, and then take turns playing cards from their customizable decks to cast potent spells, use heroic weapons or abilities, or summon powerful characters to crush their opponent.","Mar 11, 2014",Blizzard Entertainment,88,Hearthstone: Heroes of Warcraft,Card Battle|Strategy|Miscellaneous|Turn-Based|Card Battle|,5.7,Blizzard Entertainment,T
I played through the campaign of Unity of Command II and had a blast.  Excellent strategy game as you fight through WWII as the Allies.,"Nov 12, 2019",2x2 Games,88,Unity of Command II,Strategy|Turn-Based|4X|,7.5,2x2 Games,None
"Medieval 2: Total War boasts an impressive array of new graphical and gameplay enhancements, including the capability for a massive 10,000 dynamic characters to be taken into battle at any one time. On top of this, The Creative Assembly have implemented a fully redesigned multiplayer mode that offers a dynamic multi-battle campaign bolstered by an unprecedented level of visceral combat choreography that reflects the brutality of medieval warfare. Set in the most turbulent and bloody era in European history, Medieval 2: Total War allows gamers to lead their armies across the battlefields of Europe and the Holy Land before discovering the Americas and doing battle with the fearsome Aztecs. Medieval 2: Total War offers a vastly enhanced terrain model to create new graphically rich environments portraying breathtaking cliff top castles and enhanced settlement features that are unique to each civilisation. [Sega]","Nov 13, 2006",Sega,88,Medieval II: Total War,Strategy|Real-Time|Historic|General|,9.0,Creative Assembly,T
"Conquer with character in Apex Legends, a free-to-play Battle Royale shooter where legendary characters with powerful abilities team up to battle for fame and fortune on the fringes of the Frontier. Master an ever-growing roster of diverse legends, deep tactical squad play, and bold new innovations that level-up the Battle Royale experience—all within a rugged world where anything goes. Welcome to the next evolution of Battle Royale.","Feb  4, 2019",Electronic Arts,88,Apex Legends,Action|Shooter|First-Person|Tactical|,6.0,Respawn Entertainment,T
"In-depth telemetry -- Optimize vehicle setup, driving style and general performance using detailed Telemetry data; State of the art technology -- Cutting edge graphics technology, dynamic weather effects, real word lighting, character animation for pit crews, and engine and brake temperature modelling; Authentic 2002 driver controls -- Experience the same technological wizardry available to Formula One drivers, including Launch Control, Traction Control and variable level automated shifting; Greater Accessibility -- An all-new team themed user interface, enhanced game controller support and Force Feedback. [EA Sports]","Jun 11, 2002",EA Sports,88,F1 2002,Driving|Racing|Simulation|Formula One|Formula One|Automobile|,7.5,EA Sports,E
"The Stanley Parable HD Remix is an updated version of the Half-Life 2 mod The Stanley Parable. It is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice. The game will end, the game will never end. [Steam]","Oct 17, 2013",Galactic Cafe,88,The Stanley Parable,Action|Adventure|General|General|3D|First-Person|Modern|,8.1,Davey Wreden,None
"<span class=""blurb blurb_collapsed"">Guacamelee! is a Metroid-vania style action-platformer set in a magical Mexican inspired world.<br/> <br/>The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters. Guacamelee builds upon the classic open-world Metroid-vania</span>","Aug  8, 2013",DrinkBox Studios,88,Guacamelee! Gold Edition,Action|Platformer|Platformer|2D|2D|None|Metroidvania|,7.5,DrinkBox Studios,None
"Set approximately 10 years after the events of the original BioShock, the halls of Rapture once again echo with sins of the past. Along the Atlantic coastline, a monster has been snatching little girls and bringing them back to the undersea city of Rapture. You are the very first Big Daddy as you travel through the decrepit and beautiful fallen city, chasing an unseen foe in search of answers and your own survival. Multiplayer in BioShock 2 provides a rich prequel experience that expands the BioShock gameplay. Set during the fall of Rapture, players assume the role of Plasmid test subject in the underwater city that was first explored in the original BioShock. Players will need to use all the elements of the game's toolset to survive as the full depth of the BioShock experience is refined and transformed into a unique multiplayer experience that can only be found in Rapture. [2K Games]","Feb  9, 2010",2K Games,88,BioShock 2,Action|Shooter|Shooter|First-Person|Sci-Fi|Sci-Fi|Arcade|,8.1,2K Marin,M
"Valve has taken a large selection of the maps from Counter-Strike 1.6 - Office, Havana, Italy, Aztec, Chateau, Cobble, Piranesi and of course eternal favourites Dust and Dust 2, and recreated them for the source engine. This means all new textures and major aesthetic changes with more complex buildings and scenery. In addition, the levels are scattered with objects that react realistically with the Source engine's physics engine. [GamersEurope.com] The game is available through Valve's Steam downloading service and is distributed with ""Half-Life 2.""","Oct  7, 2004",Valve Software,88,Counter-Strike: Source,Action|Shooter|Shooter|First-Person|Tactical|Modern|Modern|,8.9,Valve Software,M
"This game Is honestly beautiful, at first I was a bit worried about how the new cartoonish style would flow in the game. Honestly it grows on you quite quickly and it fits the game well, for a launch i would say this lives up to its predecessors, we already see a lot of features and there is a lot to do in this game without spoiling too much. The game flows great, costume game is fun as always with lots of options and factions to pick from. In conclusion I love it!","Oct 20, 2016",2K Games,88,Sid Meier's Civilization VI,Strategy|Turn-Based|4X|,7.0,Firaxis Games,E10+
"Intuitive destruction and dynamic weather ensure that no battle is ever the same. For even more gameplay possibilities, carve a path through walls and buildings, take down your enemies in creative ways, and leave your mark on the terrain around you through intuitive destruction. Through your actions, the pristine world around you change into a battle-scarred landscape, changing the world forever. With dynamic weather you will need to adapt your tactics to weather changes as the elements play a part in the battle. Playing the same map on a bright day, in heavy fog, or rain will impact what you see and hear, forcing you to adapt your play style on an ever-changing battlefield. Operations introduces a new way to play multiplayer. In Battlefield 1 you play a series of interconnected battles across multiple fronts. Play a sequence of battles where your actions have consequences beyond a single match, as you try to conquer territory or push back your attackers. At those times when you feel all is lost, call in the Behemoths - the largest fully player-controlled vehicles ever seen in Battlefield. Roam the battlefield and rain fire on your enemy to break their defenses. All-out war never felt so epic. Take control of the Armored Train, Air Ship, or the Battleship to dominate the battlefield across land, air, and sea. [Electronic Arts]","Oct 21, 2016",EA Games,88,Battlefield 1,General|Action|Shooter|First-Person|Tactical|,7.2,EA DICE,M
"StarCraft II continues the epic saga of the Protoss, Terran, and Zerg. These three distinct and powerful races clash once again in the fast-paced real-time strategy sequel to the legendary original, StarCraft. Legions of veteran, upgraded, and brand-new unit types do battle across the galaxy, as each faction struggles for survival. Featuring a unique single-player campaign that picks up where StarCraft: Brood War left off, StarCraft II presents a cast of new heroes and familiar faces in an edgy sci-fi story filled with adventure and intrigue. In addition, Blizzard again offers unparalleled online play through Battle.net, the company's world-renowned gaming service, with several enhancements and new features to make StarCraft II the ultimate competitive real-time strategy game. Features fast-paced, hard-hitting, tightly balanced competitive real-time strategy gameplay that recaptures and improves on the magic of the original game. New units and gameplay mechanics further distinguish each race. Vibrant new 3D-graphics engine with support for dazzling visual effects and massive unit and army sizes. Full map-making and scripting tools to give players incredible freedom in customizing and personalizing their gameplay experience. [Blizzard]","Nov 10, 2015",Blizzard Entertainment,88,Starcraft II: Legacy of the Void,Sci-Fi|Sci-Fi|Strategy|Real-Time|General|Command|,8.3,Blizzard Entertainment,T
"Diablo III picks up the story twenty years after the events of Diablo II. Mephisto, Diablo, and Baal have been defeated, but the Worldstone, which once shielded the inhabitants of the world of Sanctuary from the forces of both the High Heavens and the Burning Hells, has been destroyed, and evil once again stirs in Tristram. Playing as a hero from one of five distinct character classes, players acquire powerful items, spells, and abilities as they explore new and familiar areas of Sanctuary and battle hordes of demons to safeguard the world from the horrors that have arisen. Diablo III features a custom 3D-graphics engine to render lush indoor and outdoor areas of Sanctuary with a high level of detail and vivid special effects. The game's physics-enhanced environments are interactive and destructible, offering traps and obstacles that create added danger for players and monsters alike. These elements, along with a new quest system and random scripted events, have been integrated into the game’s random-level generator, giving Diablo III the ultimate combination of dynamic gameplay and replayability. Cooperative and competitive play are available online through an upgraded version of Blizzard Entertainment’s renowned online gaming service, Battle.net. [Blizzard Entertainment]","May 15, 2012",Blizzard Entertainment,88,Diablo III,Role-Playing|Action RPG|Action RPG|,4.1,Blizzard Entertainment,M
"For the first time, players can create their own F1® team by creating a driver, then choosing a sponsor, an engine supplier, hiring a teammate and competing as the 11th team on the grid. Build facilities, develop the team over time and drive to the top. Customise your 10-year career mode, with a choice of F2™ Championship introduction options and season lengths to allow for a more exciting, multiple season, career. The addition of split-screen racing, a new steering assist and a more accessible race experience means that you can enjoy the game with friends, no matter what your skill level. F1® 2020 features all the official teams, drivers and 22 circuits, including two new races: Hanoi Circuit and Circuit Zandvoort. Online connection required to download the final teams’ 2020 cars (as applicable) and F2™ 2020 season content.","Jul  9, 2020",Codemasters,88,F1 2020,Racing|Simulation|Automobile|,7.1,Codemasters,E
"In Monster Hunter: World you assume the role of a hunter venturing to a new continent where you track down and slay ferocious beasts in heart-pounding battles. This new land and its diverse inhabitants play a critical role in each quest as you strategically use the surrounding environment including terrain, vegetation and wildlife to your advantage in battle or become hindered by the hazards they present. As a hunter, you must use your cunning and expertise to track and maneuver your targets throughout the intense, evolving battles. [Capcom]","Aug  9, 2018",Capcom,88,Monster Hunter: World,Role-Playing|Action RPG|,6.8,Capcom,T
"Developed by Brian Reynolds and Big Huge Games, Throne and Patriots, the expansion pack to the critically acclaimed, best-selling real-time strategy (RTS) game Rise of Nations, adds a multitude of new features to Rise of Nations including; six new nations, a wide variety of new single player campaigns, more than 20 new units, new wonders and an innovative new Government feature. With the new Government feature, any nation, old or new, can choose exactly how to be governed, which has far-reaching effects on how units perform in various situations. All-new single player campaigns will allow gamers to control the course of history during historical events that changed the world. [Microsoft]","Apr 27, 2004",Microsoft Game Studios,88,Rise of Nations: Thrones & Patriots,Strategy|Real-Time|Historic|General|Historic|,8.8,Big Huge Games,T
"An entirely new game engine delivers updated gameplay, stunning new features, spectacular 3D graphics and enhanced surround sound, so players can fully experience the intrigue, adventure and danger of life as a pirate on the Spanish Main. In Pirates! you take the leading role of a Pirate Captain in the 17th century Caribbean amassing fortune and fame in an attempt to seize your rightful place as one of the most revered (and feared!) pirates in history.  Test your skills as a sea captain exploring the high seas and exotic ports in a richly detailed 3D world. Overtake the enemy and seize valuable booty. Exchange plank-shattering broadsides in fierce naval battles, and engage in duels with worthy opposing captains. As your reputation and skills grow, so will the size and quality of your crew, and your ability to take on larger enemy ships, raid and plunder heavily fortified ports, and locate ancient treasure. There?s a whole cast of interesting and dangerous characters to meet, mysteries to solve, exotic island destinations to discover, and powerful alliances to forge! [Firaxis]","Nov 22, 2004",Atari,88,Sid Meier's Pirates!,Strategy|General|General|,8.3,Firaxis Games,E
"The EVE Online: Apocrypha expansion coincides with the release of EVE Online as a boxed product through a partnership with Atari. The fabric of space itself is transformed as vast, unpredictable wormholes open to connect previously unexplored regions of the universe to the stars of New Eden. The seeds of advanced new technology await inside of these cosmic anomalies for those brave enough to explore them. This infusion of technology enables production of the most dynamic vessels ever – Tech 3 modular ships with an astounding amount of customizability that can fill any role from skirmish muscle to industrial support. Furthermore, NPC agents in EVE Online: Apocrypha are authorized to assign Epic Mission Arcs to the pilots of New Eden. These branching, far-reaching mission strings are full of meaningful stories and more intelligent and deadly adversaries.","Mar 10, 2009",Atari,88,EVE Online: Special Edition,Role-Playing|Miscellaneous|Massively Multiplayer Online|Compilation|Sci-Fi|,7.6,CCP,T
"Armadillo Run is a physics-based puzzle game. You have to build structures with the purpose of getting an armadillo to a certain point in space. There is a selection of building materials, each with different properties, which can be combined to form almost anything. The realistic physics simulation gives you the freedom to solve each level in many different ways.","Apr 22, 2006",Peter Stock,88,Armadillo Run,Miscellaneous|Puzzle|Action|Puzzle|General|General|,7.6,Peter Stock,None
"The Tomb of Sargeras has been reopened, and the demons of the Burning Legion pour into our world. Their full, terrifying might is fixed on summoning the Dark Titan to Azeroth—and they’ve already located the key to his return. With the Alliance and Horde devastated, only you can take up Warcraft’s most legendary artifacts, scour the ancient Broken Isles for relics of the Titans, and challenge the Legion before Azeroth’s last hope dies. Steel yourself, champion. Extinction is imminent.","Aug 30, 2016",Blizzard Entertainment,88,World of Warcraft: Legion,Role-Playing|Miscellaneous|Massively Multiplayer|Board / Card Game|,7.6,Blizzard Entertainment,T
"Pursue a rogue god over land and sea in the sequel to the multi-award-winning RPG Pillars of eternity. Captain your ship on a dangerous voyage of discovery across the vast unexplored archipelago region of the dead Fire. Bend the world to your will, as you explore the depths of Infinite possibilities, including detailed character customization, total freedom of exploration, and more meaningful choices at every turn. ","May  8, 2018",Obsidian Entertainment,88,Pillars of Eternity II: Deadfire,Role-Playing|Western-Style|,7.8,Obsidian Entertainment,M
"DOOM Eternal is the direct sequel to 2016's DOOM. Developed by id Software, DOOM Eternal delivers the ultimate combination of speed and power, along with the next leap in push-forward, first-person combat. As the DOOM Slayer, you’ll return to take your vengeance against the forces of Hell. Set to an all-new pulse-pounding soundtrack composed by Mick Gordon, you fight across dimensions as you slay new and classic demons with powerful new weapons and abilities. [Bethesda]","Mar 20, 2020",Bethesda Softworks,88,DOOM Eternal,Action|Shooter|First-Person|Arcade|,8.8,id Software,M
"Set in the Kingdom of Albion in the years immediately following the death of King Arthur, players of this MMORPG enter a world in chaos, where Arthur's peace has been shattered and dark forces threaten the Kingdom. In Camelot, players must choose to be members of one of the three Realms that are striving for mastery in this chaotic world. [Mythic Entertainment]","Oct  9, 2001",Mythic Entertainment,88,Dark Age of Camelot,Role-Playing|Massively Multiplayer Online|Massively Multiplayer|Fantasy|Fantasy|,7.8,Mythic Entertainment,T
"Conclusion to one of the most epic RPG tales ever. Compared to today's graphics the game is obviously very lacking, but like its predecessor the art itself is beautiful. Gameplay and mechanics is complicated, but like its predecessor the story, world, and basic exploration properties overcome this. Did I like it? Yes!","Jun 21, 2001",Interplay,88,Baldur's Gate II: Throne of Bhaal,Role-Playing|PC-style RPG|PC-style RPG|Western-Style|,8.8,BioWare,T
 CS 1.6 is an awesome game one can easily get addicted to. It is really easy to learn and once u get the hang of it ...... beleive me you will get hooked.,"Nov  8, 2000",Sierra Entertainment,88,Counter-Strike,Action|Shooter|Shooter|First-Person|Modern|Tactical|Modern|,9.2,The Counter-Strike Team,M
"I LOVE Owlboy!! I'm only a few hours into this gorgeous adventure, but Otus stole my heart with the first flap of his capewings.  The pickup/throw/teleport mechanic is incredibly clever, and gives it a hint of puzzler feel on top of the incredible story telling.  The dialogue is witty yet doesnt try to be something it isnt. The controls are intuitive and a breeze to grasp, yet it doesnt feel like I've already mastered everything it can throw at me.  If you have any sort of light in your soul, and love a good soundtrack behind an amazing adventure, you cant pick up Owlboy fast enough!!","Nov  1, 2016",D-Pad Studio,88,Owlboy,Fantasy|Action Adventure|General|,7.6,D-Pad Studio,E10+
"Drop into the ultimate skating challenge with Tony Hawk's Pro Skater 4. Players take on the role of legendary skateboarder Tony Hawk and 13 other athletes as they skate through enormous free roaming levels, choose from 190 progressively harder goals and build their skills to perform 14 of the greatest skateboarding stunts of all time. Tony Hawk's Pro Skater 4 delivers the deepest and most challenging gameplay experience in the Tony Hawk's Pro Skater series. The game's enhanced career mode allows players to earn respect and the chance to take on all new pro goals by conquering a skater-specific Pro Challenge based on each skater's personal history. [Aspyr]","Aug 14, 2003",Aspyr,88,Tony Hawk's Pro Skater 4,Sports|Alternative|Individual|Skateboarding|Skateboarding|Skate / Skateboard|,8.1,Beenox,T
"Night In The Woods is a 2D story-focused adventure/exploration game with many extracurricular activities to enjoy, characters to meet, and secrets to discover. Run, jump and use astral projection to explore the many sides of town of Possum Springs and the surrounding environs. Waste time around town with your crew of loser friends. Gain abilities that grant passage to new areas. Discover the secrets of a large cast of characters and the town itself. Experience a big crazy world and the remarkable events unfolding there. Play bass. Break stuff.","Feb 21, 2017",Finji,88,Night in the Woods,Fantasy|Action Adventure|Adventure|General|,7.6,Infinite Fall,None
"Rare masterpiece with soul and probably the best platformer Ive ever played. Its hard to find any flaws in this game. Story, visuals, music, controls, gameplay - everything is top notch. Even if you hate platformers you probably should try Ori and the Blind Forest, its that good.","Mar 11, 2015",Microsoft Game Studios,88,Ori and the Blind Forest,Action|Platformer|2D|None|Metroidvania|,8.7,Moon Studios,E
"Its a great game. The world is beautiful and i love take the road only to make a ""car trip"". The radio are great too. All i want in a driving game i found in this!","Sep 28, 2018",Microsoft Game Studios,88,Forza Horizon 4,Racing|Simulation|Automobile|,7.7,Playground Games,E
"In Diablo II, return to a world of dark fantasy. As one of five distinct character types, explore the world of Diablo II -- journey across distant lands, fight new villains, discover new treasures, and uncover ancient mysteries, all in the quest to stop the Lord Of Terror, once and for all.  [Blizzard Entertainment]","Jun 28, 2000",Blizzard Entertainment,88,Diablo II,Role-Playing|Action RPG|Action RPG|,8.7,Blizzard North,M
"This definitely is Game of the Year 2011. The single best RPG I have played since Planescape: Torment. The characters are deep and complex,","May 17, 2011",Atari,88,The Witcher 2: Assassins of Kings,Role-Playing|Action RPG|Action RPG|,8.4,CD Projekt Red Studio,M
"FINAL FANTASY VI is a game that's beloved by fans and critics alike. That's partly thanks to its incredible setting and story. It's set in a land where magic has disappeared, and humanity has instead turned to iron, gunpowder, steam and other technology. Actually, it would be more accurate to say that magic is mostly gone - a young woman enslaved by the evil Empire still has the power. When she encounters a powerful ancient being called an Esper, she sets off a chain of events that will have epic and terrible consequences.","Feb 23, 2022",Square Enix,88,Final Fantasy VI Pixel Remaster,Role-Playing|Japanese-Style|,8.0,Square Enix,None
"Zombies are invading your home, and the only defense is your arsenal of plants! Armed with an alien nursery-worth of zombie-zapping plants like peashooters and cherry bombs, you'll need to think fast and plant faster to stop dozens of types of zombies dead in their tracks. Obstacles like a setting sun, creeping fog and a swimming pool add to the challenge, and with five game modes to dig into, the fun never dies! [Steam]","May  5, 2009",PopCap,87,Plants vs. Zombies,Strategy|Real-Time|Fantasy|General|Fantasy|Defense|,8.8,PopCap,E10+
"id Software's terrifying battle with the forces of Hell. A massive demonic invasion has overwhelmed the Union Aerospace Corporations’ (UAC) Mars Research Facility leaving only chaos and horror in its wake. As one of only a few survivors, you struggle with shock and fear as you fight your way to Hell and back, in an epic clash against pure evil. Built on id’s revolutionary new 3D graphics engine, DOOM 3 draws you into the most frightening and gripping 3D gaming experience ever created.","Aug  3, 2004",Activision,87,DOOM 3,Action|Shooter|Shooter|First-Person|Sci-Fi|Sci-Fi|Arcade|,7.7,id Software,M
"Best open-world I have played in about a year. And best indie title for almost a decade! Great atmosphere, great graphics, attention to detail. Amazing what this little studio did with a small budget, compared to ""the big guys"". They made a competitive shooter called ""Natural Selection 2"" as well - be sure to check it out if you like fast-paced FPS action. :-)","Jan 23, 2018",Unknown Worlds Entertainment,87,Subnautica,Adventure|General|,8.6,Unknown Worlds Entertainment,E10+
